Vehicle Type,duration,Trip Distance,datetime,End Time,month,hour,day ,Start District,End District,checkout_kiosk_id,checkin_kiosk_id,year,lat,lon,lat1,lon1
bicycle,660,0,04/09/2018 11:45:00,04/09/2018 11:45:00,9,11,2,5,5,13759,13759,2018,30.261,-97.758,30.261,-97.758
bicycle,678,2189,09/07/2018 17:00:00,09/07/2018 17:15:00,7,17,1,9,5,14705,13760,2018,30.263,-97.744,30.263,-97.759
bicycle,2010,4442,09/07/2018 17:15:00,09/07/2018 17:45:00,7,17,1,5,9,13442,14243,2018,30.256,-97.763,30.288,-97.751
bicycle,600,1123,01/09/2018 17:30:00,01/09/2018 17:45:00,9,17,6,9,9,14234,14864,2018,30.267,-97.751,30.265,-97.742
bicycle,395,1110,09/07/2018 17:30:00,09/07/2018 17:30:00,7,17,1,9,9,14546,14385,2018,30.259,-97.747,30.251,-97.749
bicycle,1585,3895,09/07/2018 17:30:00,09/07/2018 18:00:00,7,17,1,9,9,13765,14077,2018,30.276,-97.758,30.268,-97.753
bicycle,1005,3235,09/07/2018 17:45:00,09/07/2018 18:00:00,7,17,1,9,9,13921,14716,2018,30.271,-97.755,30.29,-97.744
bicycle,569,901,09/07/2018 17:45:00,09/07/2018 18:00:00,7,17,1,3,3,15964,15964,2018,30.26,-97.725,30.261,-97.725
bicycle,5968,63,10/28/2018 03:45:00,10/28/2018 05:30:00,10,15,7,3,9,15964,14234,2018,30.261,-97.725,30.266,-97.75
bicycle,418,1030,09/07/2018 18:15:00,09/07/2018 18:15:00,7,18,1,1,1,14866,15495,2018,30.272,-97.741,30.27,-97.732
bicycle,240,1818,08/25/2018 08:00:00,08/25/2018 08:15:00,8,20,6,8,8,13289,13288,2018,30.266,-97.765,30.264,-97.766
bicycle,2654,4426,09/07/2018 18:15:00,09/07/2018 19:00:00,7,18,1,9,9,15021,15180,2018,30.265,-97.739,30.27,-97.736
bicycle,398,1368,09/07/2018 18:30:00,09/07/2018 18:45:00,7,18,1,9,9,14077,14863,2018,30.268,-97.753,30.264,-97.741
bicycle,938,2141,10/10/2018 22:15:00,10/10/2018 22:45:00,10,22,3,9,9,15178,14230,2018,30.264,-97.737,30.257,-97.75
bicycle,1320,3862,09/07/2018 18:45:00,09/07/2018 19:00:00,7,18,1,1,9,14869,14863,2018,30.279,-97.741,30.264,-97.741
bicycle,447,1336,09/07/2018 19:00:00,09/07/2018 19:00:00,7,19,1,9,9,14716,15186,2018,30.289,-97.745,30.283,-97.737
bicycle,120,373,10/14/2018 03:45:00,10/14/2018 03:45:00,10,15,7,5,5,13446,13603,2018,30.264,-97.763,30.264,-97.76
bicycle,522,1255,09/07/2018 19:00:00,09/07/2018 19:15:00,7,19,1,5,5,13760,13442,2018,30.263,-97.759,30.256,-97.763
bicycle,358,1561,09/07/2018 19:15:00,09/07/2018 19:30:00,7,19,1,3,9,15964,15022,2018,30.261,-97.726,30.267,-97.739
bicycle,375,515,09/07/2018 19:45:00,09/07/2018 19:45:00,7,19,1,9,9,14393,14550,2018,30.271,-97.749,30.269,-97.745
bicycle,357,483,09/07/2018 19:45:00,09/07/2018 19:45:00,7,19,1,9,9,14393,14550,2018,30.271,-97.749,30.269,-97.745
bicycle,632,2527,09/07/2018 20:00:00,09/07/2018 20:00:00,7,20,1,5,5,13441,13760,2018,30.253,-97.764,30.263,-97.759
bicycle,1837,3519,08/09/2018 16:45:00,08/09/2018 17:15:00,9,16,6,9,9,14389,14391,2018,30.261,-97.749,30.265,-97.747
bicycle,177,90,09/29/2018 04:30:00,09/29/2018 04:30:00,9,16,6,3,3,15962,15962,2018,30.257,-97.724,30.257,-97.724
bicycle,1020,1463,01/09/2018 15:15:00,01/09/2018 15:30:00,9,15,6,9,9,14080,14393,2018,30.275,-97.753,30.269,-97.749
bicycle,1777,3830,09/07/2018 20:45:00,09/07/2018 21:15:00,7,20,1,9,9,14863,14871,2018,30.264,-97.742,30.283,-97.742
bicycle,3638,10123,09/07/2018 21:00:00,09/07/2018 22:00:00,7,21,1,9,9,14550,14550,2018,30.269,-97.745,30.269,-97.746
bicycle,597,3106,09/07/2018 21:00:00,09/07/2018 21:15:00,7,21,1,9,1,14394,16285,2018,30.273,-97.75,30.275,-97.72
bicycle,487,1642,09/07/2018 21:15:00,09/07/2018 21:30:00,7,21,1,9,9,15186,15343,2018,30.283,-97.737,30.282,-97.734
bicycle,240,881,10/10/2018 20:15:00,10/10/2018 20:15:00,10,20,3,9,9,14389,14231,2018,30.261,-97.748,30.259,-97.749
bicycle,736,4136,09/07/2018 22:30:00,09/07/2018 22:45:00,7,22,1,9,9,14863,13437,2018,30.264,-97.741,30.245,-97.763
bicycle,402,1062,09/07/2018 22:45:00,09/07/2018 22:45:00,7,22,1,9,9,14862,15018,2018,30.262,-97.743,30.258,-97.739
bicycle,657,2639,09/07/2018 22:45:00,09/07/2018 23:00:00,7,22,1,5,3,13442,13594,2018,30.256,-97.763,30.242,-97.76
bicycle,1020,2234,09/22/2018 10:00:00,09/22/2018 10:15:00,9,22,6,9,5,14705,13445,2018,30.262,-97.744,30.262,-97.762
bicycle,754,2591,01/09/2018 00:15:00,01/09/2018 00:30:00,9,0,6,9,9,14859,13917,2018,30.254,-97.741,30.261,-97.755
bicycle,268,1110,09/07/2018 23:15:00,09/07/2018 23:15:00,7,23,1,9,3,13751,13907,2018,30.242,-97.759,30.238,-97.757
bicycle,218,483,09/07/2018 23:15:00,09/07/2018 23:15:00,7,23,1,3,3,13907,14065,2018,30.238,-97.757,30.239,-97.754
bicycle,2292,3310,10/22/2018 12:15:00,10/22/2018 12:45:00,10,12,1,5,8,13918,12817,2018,30.264,-97.756,30.268,-97.771
bicycle,1775,6453,10/07/2018 00:15:00,10/07/2018 00:45:00,7,0,2,9,8,15019,11868,2018,30.262,-97.739,30.258,-97.787
bicycle,2990,8011,09/24/2018 01:00:00,09/24/2018 02:00:00,9,13,1,8,9,12973,15016,2018,30.264,-97.771,30.254,-97.739
bicycle,686,3476,10/07/2018 07:45:00,10/07/2018 08:00:00,7,7,2,9,9,13437,14862,2018,30.245,-97.763,30.262,-97.743
bicycle,1218,998,10/07/2018 08:00:00,10/07/2018 08:15:00,7,8,2,9,9,15021,15021,2018,30.265,-97.738,30.265,-97.74
bicycle,240,742,09/28/2018 05:45:00,09/28/2018 05:45:00,9,5,5,9,9,14389,14233,2018,30.26,-97.749,30.265,-97.749
bicycle,1513,5150,10/07/2018 08:15:00,10/07/2018 08:30:00,7,8,2,5,3,13442,16279,2018,30.256,-97.762,30.261,-97.721
bicycle,775,3090,10/07/2018 08:30:00,10/07/2018 08:45:00,7,8,2,9,9,14558,14865,2018,30.289,-97.746,30.268,-97.741
bicycle,905,4056,10/07/2018 08:30:00,10/07/2018 08:45:00,7,8,2,9,5,14077,12494,2018,30.267,-97.753,30.248,-97.777
bicycle,419,1094,10/07/2018 08:45:00,10/07/2018 08:45:00,7,8,2,9,9,14077,14548,2018,30.268,-97.753,30.264,-97.747
bicycle,976,4474,10/07/2018 09:00:00,10/07/2018 09:15:00,7,9,2,3,5,15799,13760,2018,30.244,-97.727,30.263,-97.759
bicycle,1210,4152,10/07/2018 09:00:00,10/07/2018 09:30:00,7,9,2,1,9,16285,14389,2018,30.274,-97.72,30.262,-97.749
bicycle,774,2800,10/07/2018 09:30:00,10/07/2018 09:45:00,7,9,2,5,9,13442,14705,2018,30.256,-97.763,30.264,-97.744
bicycle,549,1674,10/07/2018 09:30:00,10/07/2018 09:45:00,7,9,2,9,9,14385,14706,2018,30.251,-97.749,30.265,-97.744
bicycle,353,1513,10/07/2018 10:30:00,10/07/2018 10:30:00,7,10,2,9,9,14701,14863,2018,30.254,-97.744,30.265,-97.742
bicycle,772,652,01/09/2018 20:30:00,01/09/2018 20:45:00,9,20,6,9,9,14065,14065,2018,30.238,-97.752,30.238,-97.752
bicycle,87,63,09/21/2018 11:15:00,09/21/2018 11:30:00,9,11,5,9,9,14546,14388,2018,30.259,-97.747,30.259,-97.747
bicycle,3298,11845,10/07/2018 11:30:00,10/07/2018 12:15:00,7,11,2,9,9,14389,14389,2018,30.261,-97.749,30.261,-97.75
bicycle,2449,2414,10/07/2018 11:45:00,10/07/2018 12:15:00,7,11,2,9,9,13917,13917,2018,30.262,-97.756,30.263,-97.755
bicycle,731,2060,10/07/2018 11:45:00,10/07/2018 12:00:00,7,11,2,5,9,13760,14705,2018,30.264,-97.759,30.264,-97.744
bicycle,840,974,03/09/2018 17:30:00,03/09/2018 17:45:00,9,17,1,9,9,14225,14226,2018,30.245,-97.751,30.246,-97.75
bicycle,703,2060,10/07/2018 11:45:00,10/07/2018 12:00:00,7,11,2,5,9,13760,14705,2018,30.263,-97.759,30.264,-97.744
bicycle,184,531,10/07/2018 12:15:00,10/07/2018 12:30:00,7,12,2,9,9,14865,14863,2018,30.268,-97.742,30.265,-97.742
bicycle,792,3846,10/07/2018 12:15:00,10/07/2018 12:30:00,7,12,2,9,3,15188,15807,2018,30.288,-97.737,30.262,-97.727
bicycle,572,1545,10/07/2018 12:15:00,10/07/2018 12:30:00,7,12,2,5,9,13760,14391,2018,30.263,-97.759,30.265,-97.748
bicycle,342,1030,10/07/2018 12:45:00,10/07/2018 13:00:00,7,12,2,9,9,14714,15187,2018,30.284,-97.745,30.285,-97.736
bicycle,335,1271,10/07/2018 13:00:00,10/07/2018 13:00:00,7,13,2,1,9,15499,14869,2018,30.279,-97.733,30.279,-97.742
bicycle,388,1416,10/07/2018 13:00:00,10/07/2018 13:15:00,7,13,2,9,9,14863,13919,2018,30.265,-97.742,30.267,-97.755
bicycle,488,1931,10/07/2018 13:15:00,10/07/2018 13:30:00,7,13,2,9,3,14706,15807,2018,30.265,-97.744,30.262,-97.726
bicycle,498,1770,10/07/2018 13:45:00,10/07/2018 13:45:00,7,13,2,9,9,14391,14701,2018,30.266,-97.749,30.254,-97.744
bicycle,1755,2494,10/07/2018 14:15:00,10/07/2018 14:45:00,7,14,2,9,5,14705,13760,2018,30.264,-97.744,30.263,-97.759
bicycle,360,597,09/20/2018 12:00:00,09/20/2018 12:00:00,9,12,4,9,9,14389,14230,2018,30.261,-97.749,30.257,-97.749
bicycle,307,1094,10/07/2018 14:30:00,10/07/2018 14:30:00,7,14,2,9,5,14076,13760,2018,30.266,-97.753,30.263,-97.759
bicycle,618,2140,10/07/2018 14:45:00,10/07/2018 15:00:00,7,14,2,9,9,14711,15032,2018,30.278,-97.743,30.292,-97.74
bicycle,664,1046,10/07/2018 14:45:00,10/07/2018 15:00:00,7,14,2,9,9,15187,14714,2018,30.285,-97.736,30.285,-97.743
bicycle,8,7,07/09/2018 10:15:00,07/09/2018 10:15:00,9,10,5,9,9,15020,15020,2018,30.262,-97.738,30.262,-97.738
bicycle,668,3637,10/07/2018 15:00:00,10/07/2018 15:15:00,7,15,2,3,9,15807,15188,2018,30.262,-97.727,30.287,-97.736
bicycle,2682,7306,10/07/2018 15:00:00,10/07/2018 15:45:00,7,15,2,9,9,13917,13917,2018,30.263,-97.755,30.263,-97.755
bicycle,1670,5649,10/07/2018 15:30:00,10/07/2018 15:45:00,7,15,2,9,5,14862,12967,2018,30.262,-97.743,30.25,-97.769
bicycle,634,2350,10/07/2018 15:30:00,10/07/2018 15:30:00,7,15,2,9,9,14714,14392,2018,30.285,-97.743,30.268,-97.748
bicycle,1058,4249,10/07/2018 15:45:00,10/07/2018 16:00:00,7,15,2,3,3,16279,16436,2018,30.261,-97.721,30.26,-97.717
bicycle,402,1127,10/07/2018 16:15:00,10/07/2018 16:30:00,7,16,2,9,9,14077,13764,2018,30.268,-97.752,30.272,-97.758
bicycle,414,1030,10/07/2018 16:45:00,10/07/2018 17:00:00,7,16,2,9,9,14550,14077,2018,30.269,-97.745,30.269,-97.754
bicycle,232,901,10/07/2018 17:15:00,10/07/2018 17:15:00,7,17,2,9,9,14548,14077,2018,30.264,-97.747,30.268,-97.753
bicycle,395,1706,10/07/2018 17:15:00,10/07/2018 17:15:00,7,17,2,9,9,15188,15665,2018,30.287,-97.736,30.299,-97.73
bicycle,2107,6212,10/07/2018 17:15:00,10/07/2018 17:45:00,7,17,2,9,9,14385,14705,2018,30.251,-97.749,30.263,-97.745
bicycle,2371,6389,10/07/2018 17:15:00,10/07/2018 18:00:00,7,17,2,9,9,14385,14705,2018,30.252,-97.749,30.263,-97.745
bicycle,1312,7613,08/23/2018 05:00:00,08/23/2018 05:30:00,8,17,4,8,8,13132,13132,2018,30.269,-97.768,30.269,-97.768
bicycle,694,2221,10/07/2018 17:30:00,10/07/2018 17:30:00,7,17,2,9,9,14705,14701,2018,30.264,-97.744,30.254,-97.744
bicycle,648,3589,10/07/2018 17:30:00,10/07/2018 17:45:00,7,17,2,9,3,16447,16907,2018,30.285,-97.717,30.257,-97.711
bicycle,343,917,10/07/2018 17:45:00,10/07/2018 18:00:00,7,17,2,9,9,14077,14549,2018,30.269,-97.753,30.266,-97.746
bicycle,607,2221,10/07/2018 18:00:00,10/07/2018 18:00:00,7,18,2,9,9,14705,14385,2018,30.263,-97.745,30.251,-97.749
bicycle,758,8,09/24/2018 05:30:00,09/24/2018 05:30:00,9,17,1,9,9,14079,14079,2018,30.272,-97.754,30.272,-97.754
bicycle,1594,6453,10/07/2018 18:00:00,10/07/2018 18:30:00,7,18,2,9,1,14386,16446,2018,30.254,-97.748,30.284,-97.717
bicycle,3258,6437,10/07/2018 18:00:00,10/07/2018 19:00:00,7,18,2,9,3,14864,16122,2018,30.267,-97.741,30.262,-97.722
bicycle,29,34,10/23/2018 02:45:00,10/23/2018 02:45:00,10,14,2,9,9,15008,15008,2018,30.235,-97.738,30.235,-97.739
bicycle,1098,5922,10/07/2018 18:00:00,10/07/2018 18:15:00,7,18,2,9,3,14392,13270,2018,30.267,-97.749,30.221,-97.766
bicycle,1030,4506,10/07/2018 18:15:00,10/07/2018 18:45:00,7,18,2,3,9,15807,15800,2018,30.262,-97.726,30.245,-97.726
bicycle,781,2704,10/07/2018 18:30:00,10/07/2018 18:45:00,7,18,2,3,3,16119,16120,2018,30.256,-97.723,30.257,-97.723
bicycle,258,1127,10/07/2018 18:45:00,10/07/2018 18:45:00,7,18,2,9,9,14392,14077,2018,30.267,-97.748,30.268,-97.752
bicycle,1605,2623,10/07/2018 19:00:00,10/07/2018 19:30:00,7,19,2,9,9,14077,14078,2018,30.268,-97.752,30.271,-97.753
bicycle,1558,6212,10/07/2018 19:00:00,10/07/2018 19:30:00,7,19,2,3,9,16907,14874,2018,30.257,-97.711,30.29,-97.741
bicycle,871,3927,10/07/2018 19:15:00,10/07/2018 19:30:00,7,19,2,3,9,15799,14074,2018,30.244,-97.727,30.26,-97.753
bicycle,60,131,06/10/2018 23:00:00,06/10/2018 23:00:00,10,23,6,9,9,15021,15021,2018,30.264,-97.74,30.265,-97.739
bicycle,1733,7226,10/07/2018 19:15:00,10/07/2018 19:45:00,7,19,2,8,1,12973,16285,2018,30.264,-97.771,30.275,-97.72
bicycle,3720,7321,12/09/2018 12:15:00,12/09/2018 13:15:00,9,12,3,5,5,12972,12972,2018,30.262,-97.77,30.262,-97.77
bicycle,348,1127,10/07/2018 19:15:00,10/07/2018 19:15:00,7,19,2,5,5,13760,13442,2018,30.263,-97.759,30.255,-97.763
bicycle,58,151,09/25/2018 02:00:00,09/25/2018 02:00:00,9,14,2,5,5,13918,13918,2018,30.263,-97.756,30.264,-97.756
bicycle,859,3943,10/07/2018 19:30:00,10/07/2018 19:45:00,7,19,2,1,9,16285,14078,2018,30.275,-97.72,30.271,-97.753
bicycle,535,1487,10/13/2018 10:30:00,10/13/2018 10:45:00,10,22,6,9,9,14074,14705,2018,30.259,-97.753,30.264,-97.743
bicycle,4036,7387,10/07/2018 19:45:00,10/07/2018 20:45:00,7,19,2,3,1,15493,15810,2018,30.265,-97.732,30.269,-97.728
bicycle,418,2237,10/07/2018 20:00:00,10/07/2018 20:00:00,7,20,2,9,5,13912,13445,2018,30.251,-97.755,30.263,-97.762
bicycle,464,1642,10/07/2018 20:00:00,10/07/2018 20:00:00,7,20,2,5,5,13760,13282,2018,30.263,-97.759,30.251,-97.765
bicycle,600,1956,02/09/2018 21:45:00,02/09/2018 22:00:00,9,21,7,5,9,13446,13920,2018,30.265,-97.762,30.269,-97.755
bicycle,1730,7145,10/07/2018 20:00:00,10/07/2018 20:30:00,7,20,2,9,1,14865,16600,2018,30.269,-97.742,30.275,-97.714
bicycle,2904,5971,10/07/2018 20:00:00,10/07/2018 20:45:00,7,20,2,1,1,15494,15810,2018,30.267,-97.733,30.269,-97.728
bicycle,227,869,10/07/2018 20:00:00,10/07/2018 20:00:00,7,20,2,9,1,14707,15023,2018,30.267,-97.743,30.271,-97.738
bicycle,931,2558,08/26/2018 12:45:00,08/26/2018 01:00:00,8,0,7,9,3,15020,15176,2018,30.262,-97.738,30.259,-97.735
bicycle,792,1770,10/07/2018 20:00:00,10/07/2018 20:15:00,7,20,2,9,9,15343,15343,2018,30.283,-97.734,30.282,-97.734
bicycle,1025,1963,10/07/2018 20:15:00,10/07/2018 20:30:00,7,20,2,9,9,14718,15187,2018,30.295,-97.744,30.286,-97.737
bicycle,2066,10960,10/07/2018 20:30:00,10/07/2018 21:00:00,7,20,2,9,3,16608,12804,2018,30.293,-97.716,30.237,-97.771
bicycle,484,724,10/07/2018 20:30:00,10/07/2018 20:45:00,7,20,2,5,5,13282,13442,2018,30.25,-97.766,30.256,-97.762
bicycle,1909,6502,10/07/2018 20:30:00,10/07/2018 21:15:00,7,20,2,3,3,15962,15962,2018,30.257,-97.725,30.257,-97.725
bicycle,595,2060,10/07/2018 20:45:00,10/07/2018 21:00:00,7,20,2,5,5,13442,13760,2018,30.255,-97.763,30.263,-97.759
bicycle,5940,11623,02/09/2018 13:30:00,02/09/2018 15:15:00,9,13,7,9,9,14873,13916,2018,30.287,-97.741,30.259,-97.754
bicycle,1032,2430,10/07/2018 20:45:00,10/07/2018 21:00:00,7,20,2,9,5,14389,13441,2018,30.262,-97.748,30.253,-97.764
bicycle,180,415,06/10/2018 14:15:00,06/10/2018 14:15:00,10,14,6,5,5,13445,13603,2018,30.264,-97.763,30.264,-97.76
bicycle,4833,3637,10/07/2018 21:00:00,10/07/2018 22:30:00,7,21,2,9,9,15018,15178,2018,30.258,-97.739,30.264,-97.738
bicycle,1304,821,07/09/2018 11:30:00,07/09/2018 12:00:00,9,11,5,9,9,13911,14225,2018,30.247,-97.755,30.246,-97.751
bicycle,2531,7612,07/21/2018 10:15:00,07/21/2018 11:00:00,7,10,6,9,9,14706,14706,2018,30.265,-97.744,30.265,-97.744
bicycle,1019,2993,07/21/2018 10:15:00,07/21/2018 10:30:00,7,10,6,1,9,14868,15017,2018,30.277,-97.742,30.256,-97.738
bicycle,778,2430,07/21/2018 10:45:00,07/21/2018 11:00:00,7,10,6,9,9,14706,13917,2018,30.265,-97.744,30.263,-97.755
bicycle,1917,3701,07/21/2018 11:00:00,07/21/2018 11:30:00,7,11,6,9,5,14705,12972,2018,30.264,-97.744,30.263,-97.77
bicycle,1392,4780,07/21/2018 11:00:00,07/21/2018 11:30:00,7,11,6,9,3,13920,16122,2018,30.269,-97.757,30.262,-97.723
bicycle,4068,12666,07/21/2018 11:15:00,07/21/2018 12:30:00,7,11,6,9,9,13917,13917,2018,30.263,-97.755,30.263,-97.755
bicycle,681,3718,07/21/2018 11:15:00,07/21/2018 11:30:00,7,11,6,3,1,15962,16601,2018,30.257,-97.724,30.278,-97.715
bicycle,1080,3161,10/26/2018 02:00:00,10/26/2018 02:15:00,10,14,5,5,9,13918,14234,2018,30.264,-97.756,30.266,-97.752
bicycle,481,1336,07/21/2018 11:30:00,07/21/2018 11:30:00,7,11,6,9,9,14225,14225,2018,30.245,-97.751,30.245,-97.75
bicycle,1074,3879,07/21/2018 11:30:00,07/21/2018 11:45:00,7,11,6,9,5,13293,12972,2018,30.277,-97.766,30.263,-97.77
bicycle,2879,2934,09/13/2018 04:45:00,09/13/2018 05:30:00,9,16,4,5,8,12973,12973,2018,30.263,-97.77,30.264,-97.77
bicycle,60,397,07/09/2018 12:00:00,07/09/2018 12:00:00,9,12,5,9,9,14389,14389,2018,30.261,-97.749,30.261,-97.749
bicycle,1271,4136,07/21/2018 11:30:00,07/21/2018 12:00:00,7,11,6,3,5,15964,13760,2018,30.262,-97.725,30.263,-97.758
bicycle,843,3203,07/21/2018 11:45:00,07/21/2018 12:00:00,7,11,6,9,9,13764,14557,2018,30.273,-97.757,30.285,-97.747
bicycle,46,0,12/10/2018 21:00:00,12/10/2018 21:00:00,10,21,5,5,5,13761,13761,2018,30.265,-97.758,30.265,-97.758
bicycle,339,837,07/21/2018 11:45:00,07/21/2018 12:00:00,7,11,6,9,9,14715,15031,2018,30.287,-97.745,30.29,-97.74
bicycle,437,1867,07/21/2018 12:00:00,07/21/2018 12:00:00,7,12,6,3,3,16118,15960,2018,30.252,-97.723,30.251,-97.726
bicycle,2004,3,08/31/2018 10:30:00,08/31/2018 11:15:00,8,22,5,9,9,14551,14551,2018,30.272,-97.745,30.272,-97.745
bicycle,2284,4764,07/21/2018 12:00:00,07/21/2018 12:45:00,7,12,6,9,9,13917,13917,2018,30.263,-97.755,30.263,-97.755
bicycle,2739,681,10/20/2018 04:15:00,10/20/2018 05:00:00,10,16,6,9,9,14078,13928,2018,30.27,-97.754,30.289,-97.756
bicycle,931,5037,07/21/2018 12:15:00,07/21/2018 12:30:00,7,12,6,9,10,14701,12821,2018,30.254,-97.745,30.277,-97.773
bicycle,306,628,07/21/2018 12:15:00,07/21/2018 12:30:00,7,12,6,9,9,14235,13920,2018,30.269,-97.751,30.268,-97.755
bicycle,271,628,07/21/2018 12:15:00,07/21/2018 12:30:00,7,12,6,9,9,14235,13919,2018,30.269,-97.751,30.267,-97.755
bicycle,2468,5472,07/21/2018 12:15:00,07/21/2018 01:00:00,7,12,6,5,3,12972,15493,2018,30.263,-97.77,30.265,-97.731
bicycle,230,901,07/21/2018 12:45:00,07/21/2018 12:45:00,7,12,6,9,9,15031,15186,2018,30.29,-97.74,30.284,-97.737
bicycle,480,1609,07/21/2018 12:45:00,07/21/2018 01:00:00,7,12,6,5,8,13760,12973,2018,30.263,-97.758,30.264,-97.771
bicycle,1620,574,04/10/2018 19:45:00,04/10/2018 20:15:00,10,19,4,9,9,14391,14873,2018,30.265,-97.747,30.288,-97.741
bicycle,55,88,09/17/2018 03:45:00,09/17/2018 03:45:00,9,15,1,8,8,13288,13289,2018,30.265,-97.765,30.266,-97.765
bicycle,979,3347,07/21/2018 01:15:00,07/21/2018 01:30:00,7,13,6,5,9,12972,13294,2018,30.263,-97.77,30.278,-97.766
bicycle,3404,5842,07/21/2018 01:15:00,07/21/2018 02:15:00,7,13,6,9,8,14225,13131,2018,30.245,-97.751,30.266,-97.769
bicycle,1397,2704,07/21/2018 01:30:00,07/21/2018 02:00:00,7,13,6,9,3,14706,15648,2018,30.265,-97.744,30.258,-97.73
bicycle,2059,3508,07/21/2018 01:30:00,07/21/2018 02:15:00,7,13,6,9,9,14706,15018,2018,30.265,-97.744,30.259,-97.739
bicycle,1962,3653,07/21/2018 01:45:00,07/21/2018 02:15:00,7,13,6,9,9,14706,15018,2018,30.265,-97.744,30.259,-97.739
bicycle,1062,2382,07/21/2018 01:45:00,07/21/2018 02:00:00,7,13,6,9,3,14706,15648,2018,30.265,-97.745,30.258,-97.73
bicycle,60,179,08/22/2018 10:30:00,08/22/2018 10:30:00,8,10,3,5,5,13446,13446,2018,30.265,-97.763,30.265,-97.762
bicycle,1830,6293,07/21/2018 01:45:00,07/21/2018 02:15:00,7,13,6,9,3,13917,15799,2018,30.263,-97.755,30.242,-97.727
bicycle,1883,6341,07/21/2018 01:45:00,07/21/2018 02:15:00,7,13,6,9,3,13917,15799,2018,30.263,-97.755,30.242,-97.727
bicycle,1,0,10/26/2018 03:00:00,10/26/2018 03:00:00,10,15,5,8,8,12973,12973,2018,30.264,-97.77,30.264,-97.77
bicycle,1641,2317,07/21/2018 01:45:00,07/21/2018 02:15:00,7,13,6,9,9,14075,14548,2018,30.264,-97.754,30.264,-97.747
bicycle,2103,7081,07/21/2018 01:45:00,07/21/2018 02:30:00,7,13,6,1,3,14867,15954,2018,30.274,-97.743,30.238,-97.725
bicycle,2304,5971,07/21/2018 02:00:00,07/21/2018 02:30:00,7,14,6,9,9,15820,14713,2018,30.293,-97.726,30.283,-97.744
bicycle,1176,5053,07/21/2018 02:00:00,07/21/2018 02:15:00,7,14,6,1,3,17075,18007,2018,30.281,-97.709,30.25,-97.695
bicycle,1852,3026,07/21/2018 02:15:00,07/21/2018 02:45:00,7,14,6,9,1,14714,15495,2018,30.285,-97.745,30.27,-97.731
bicycle,864,772,07/21/2018 02:15:00,07/21/2018 02:30:00,7,14,6,9,9,15179,14864,2018,30.266,-97.736,30.266,-97.742
bicycle,2404,7097,07/21/2018 02:15:00,07/21/2018 03:00:00,7,14,6,5,9,12972,14544,2018,30.262,-97.77,30.256,-97.746
bicycle,1363,5745,07/21/2018 02:30:00,07/21/2018 02:45:00,7,14,6,10,9,12821,14859,2018,30.277,-97.773,30.255,-97.743
bicycle,2779,4554,07/21/2018 02:30:00,07/21/2018 03:15:00,7,14,6,9,9,15022,14385,2018,30.267,-97.74,30.251,-97.749
bicycle,655,2382,07/21/2018 02:30:00,07/21/2018 02:45:00,7,14,6,9,1,14870,15495,2018,30.282,-97.742,30.27,-97.731
bicycle,740,3009,07/21/2018 03:00:00,07/21/2018 03:00:00,7,15,6,9,3,14387,15807,2018,30.255,-97.748,30.262,-97.727
bicycle,1628,3235,07/21/2018 03:00:00,07/21/2018 03:30:00,7,15,6,3,9,15493,14705,2018,30.265,-97.731,30.264,-97.743
bicycle,221,612,07/21/2018 03:00:00,07/21/2018 03:00:00,7,15,6,9,9,14859,14544,2018,30.255,-97.743,30.256,-97.746
bicycle,3704,14597,07/21/2018 03:00:00,07/21/2018 04:00:00,7,15,6,3,3,15797,16279,2018,30.238,-97.726,30.261,-97.72
bicycle,2276,5601,07/21/2018 03:15:00,07/21/2018 03:45:00,7,15,6,9,9,14389,14389,2018,30.261,-97.75,30.261,-97.75
bicycle,359,1175,07/21/2018 03:15:00,07/21/2018 03:30:00,7,15,6,3,9,15807,15178,2018,30.262,-97.727,30.265,-97.737
bicycle,300,9,09/25/2018 12:30:00,09/25/2018 12:30:00,9,12,2,9,9,15018,15018,2018,30.258,-97.738,30.258,-97.738
bicycle,866,3573,07/21/2018 03:15:00,07/21/2018 03:30:00,7,15,6,9,9,14713,14712,2018,30.283,-97.744,30.28,-97.743
bicycle,2605,8948,07/21/2018 03:30:00,07/21/2018 04:15:00,7,15,6,9,9,15329,14078,2018,30.249,-97.735,30.27,-97.753
bicycle,2218,6888,07/21/2018 03:30:00,07/21/2018 04:15:00,7,15,6,9,9,15186,14863,2018,30.284,-97.737,30.265,-97.742
bicycle,485,1754,07/21/2018 03:45:00,07/21/2018 03:45:00,7,15,6,1,3,15495,15332,2018,30.27,-97.731,30.256,-97.735
bicycle,1395,4764,07/21/2018 03:45:00,07/21/2018 04:15:00,7,15,6,3,9,15799,14077,2018,30.242,-97.727,30.268,-97.754
bicycle,2914,5391,07/21/2018 03:45:00,07/21/2018 04:45:00,7,15,6,9,9,14389,14546,2018,30.26,-97.748,30.26,-97.747
bicycle,1337,2173,07/21/2018 04:00:00,07/21/2018 04:15:00,7,16,6,9,9,14385,14864,2018,30.251,-97.749,30.267,-97.742
bicycle,1502,3589,07/21/2018 04:15:00,07/21/2018 04:30:00,7,16,6,9,9,14716,14705,2018,30.289,-97.745,30.264,-97.744
bicycle,295,241,07/21/2018 04:15:00,07/21/2018 04:15:00,7,16,6,9,9,14080,14080,2018,30.276,-97.753,30.275,-97.753
